OS,CVE,PO
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24488,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24491,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24492,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24493,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24494,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24495,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24496,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24497,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24498,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24499,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24500,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24502,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24503,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24504,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24505,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24507,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24508,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24511,Microsoft Word - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24521,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24523,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24525,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24527,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24528,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24530,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24533,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24534,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24540,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24541,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24542,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24544,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24545,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24546,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24547,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24548,Windows Defender - 1.1.16400.2
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24549,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-24550,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2477,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2478,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2479,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2480,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2481,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2603,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2604,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2605,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2606,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2610,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2611,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2612,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2614,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2615,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2616,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2617,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2618,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2619,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2621,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2622,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2623,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2624,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26786,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26787,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26788,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26789,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26790,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26791,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26792,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26793,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26794,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26795,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26796,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26797,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26798,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26801,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26802,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26803,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26807,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26808,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26809,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26810,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26826,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26827,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26828,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26831,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26832,Microsoft .NET Framework - 3.5
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26832,Microsoft .NET Framework - 4.8 - C:\Windows\Microsoft.NET\Framework\v4.0.30319\ C:\Windows\Microsoft.NET\Framework64\v4.0.30319\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26891,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26894,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26895,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26900,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26901,Microsoft Excel - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26901,Microsoft Office - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26903,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26904,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26905,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26908,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26909,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26912,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26913,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26914,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26915,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26916,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26917,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26918,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26919,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26920,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26923,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26925,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26926,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-26927,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
