Задача,IP-адрес,CVE,FQDN,Операционная система,Сервис/ПО,ID,Базовая оценка CVSS v2,Базовая оценка CVSS v3,Уровень опасности,Уязвимость,Как исправить,Ссылки,Неустановленное обновление безопасности,Ссылки на обновления,Дата выпуска обновления,Коэффициент,Уровень изоляции,Критичность,Уровень критичности
Эталонный образ RUS,10.85.37.116,CVE-2022-21920,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419726,"0,0","8,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21920,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21920,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-21922,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419728,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21922,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21922,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-21971,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419811,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21971,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21971,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-21972,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470110,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21972,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21972,,,,1,"0,9","7,29",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-21974,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419812,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21974,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21974,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-21981,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419813,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21981,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21981,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-21984,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419814,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21984,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21984,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-21989,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419816,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21989,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21989,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-21990,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419882,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21990,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21990,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-21992,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419817,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21992,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21992,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-21994,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419819,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21994,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21994,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-21999,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419823,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21999,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-21999,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-22000,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419824,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22000,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22000,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-22001,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419825,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22001,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22001,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-22012,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470112,"0,0","9,8",Критический уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22012,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22012,,,,1,"0,9","8,82",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-22013,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470113,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22013,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22013,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-22014,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470114,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22014,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22014,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-22019,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470117,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22019,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22019,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-22024,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470296,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22024,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22024,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-22026,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470298,"0,0","8,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22026,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22026,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-22027,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470299,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22027,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22027,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-22031,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470302,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22031,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22031,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-22034,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470303,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22034,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22034,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-22035,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470544,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22035,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22035,,,,1,"0,9","7,29",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-22038,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470306,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22038,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22038,,,,1,"0,9","7,29",Kритический
