Код,Задача,IP-адрес,FQDN,OS,CVE,PO,ID,Базовая оценка CVSS v2,Базовая оценка CVSS v3,Уровень опасности,Уязвимость,Как исправить,Ссылки,Неустановленное обновление безопасности,Ссылки на обновления,Дата выпуска обновления,Коэффициент,Уровень изоляции,Критичность,Уровень критичночти
901,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2475",Microsoft .NET Framework - 3.5,419826,"0,0","5,5",Средний уровень,Отказ в обслуживании,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22002,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22002,,,,1,"0,9","4,95",Средний
928,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2462,Microsoft .NET Framework - 3.5,419884,"0,0","4,4",Средний уровень,Раскрытие информации,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22010,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22010,,,,1,"0,9","3,96",Средний
933,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2504,Microsoft .NET Framework - 3.5,470111,"0,0","5,5",Средний уровень,Раскрытие информации,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22011,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22011,,,,1,"0,9","4,95",Средний
530,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6096,Microsoft .NET Framework - 3.5,470112,"0,0","9,8",Критический уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22012,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22012,,,,1,"0,9","8,82",Kритический
797,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6108,Microsoft .NET Framework - 3.5,470113,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22013,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22013,,,,1,"0,9","7,92",Kритический
798,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6115,Microsoft .NET Framework - 3.5,470114,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22014,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22014,,,,1,"0,9","7,92",Kритический
934,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0033,Microsoft .NET Framework - 3.5,470115,"0,0","6,5",Средний уровень,Раскрытие информации,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22015,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22015,,,,1,"0,9","5,85",Высокий
631,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0047,Microsoft .NET Framework - 3.5,470116,"0,0","7,0",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22016,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22016,,,,1,"0,9","6,3",Высокий
799,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0132,Microsoft .NET Framework - 3.5,470117,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22019,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22019,,,,1,"0,9","7,92",Kритический
371,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2476",Microsoft .NET Framework - 3.5,470223,"0,0","8,3",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22021,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22021,,,,"0,6","0,9","4,482",Средний
650,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-4058,Microsoft .NET Framework - 3.5,470294,"0,0","7,1",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22022,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22022,,,,1,"0,9","6,39",Высокий
889,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-4100,Microsoft .NET Framework - 3.5,470295,"0,0","6,6",Средний уровень,Обход защитных механизмов,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22023,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22023,,,,1,"0,9","5,94",Высокий
822,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2476",Microsoft .NET Framework - 3.5,470296,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22024,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22024,,,,1,"0,9","7,02",Kритический
548,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2462,Microsoft .NET Framework - 3.5,470297,"0,0","7,5",Высокий уровень,Отказ в обслуживании,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22025,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22025,,,,1,"0,9","6,75",Высокий
651,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2504,Microsoft .NET Framework - 3.5,470298,"0,0","8,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22026,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22026,,,,1,"0,9","7,92",Kритический
823,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6096,Microsoft .NET Framework - 3.5,470299,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22027,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22027,,,,1,"0,9","7,02",Kритический
652,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6108,Microsoft .NET Framework - 3.5,470302,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22031,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22031,,,,1,"0,9","7,02",Kритический
653,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6115,Microsoft .NET Framework - 3.5,470303,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22034,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22034,,,,1,"0,9","7,02",Kритический
854,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0033,Microsoft .NET Framework - 3.5,470544,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22035,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22035,,,,1,"0,9","7,29",Kритический
654,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0047,Microsoft .NET Framework - 3.5,470304,"0,0","7,0",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22036,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22036,,,,1,"0,9","6,3",Высокий
655,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0132,Microsoft .NET Framework - 3.5,470305,"0,0","7,5",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-22037,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-22037,,,,1,"0,9","6,75",Высокий
